x,y,demand
33,107,7
52,107,3
61,107,5
64,107,9
68,107,5
76,107,5
81,107,10
82,107,5
84,107,1
97,107,6
110,107,10
112,107,3
113,107,1
131,107,5
134,107,3
138,107,8
146,107,8
147,107,7
148,107,5
150,107,6
156,107,7
161,107,5
166,107,6
196,107,9
198,107,8
200,107,8
217,107,2
220,107,10
221,107,2
224,107,7
228,107,9
241,107,10
242,107,10
245,107,8
246,107,8
249,107,2
252,107,1
265,107,10
267,107,9
274,107,6
288,107,1
292,107,10
294,107,3
298,107,8
13,108,3
17,108,9
19,108,6
35,108,8
54,108,6
60,108,6
65,108,6
73,108,6
79,108,10
82,108,7
97,108,3
100,108,7
105,108,9
114,108,3
121,108,10
122,108,9
123,108,2
125,108,6
142,108,5
149,108,8
153,108,4
158,108,6
160,108,5
168,108,8
170,108,5
172,108,6
190,108,9
194,108,3
195,108,5
208,108,3
215,108,9
230,108,1
242,108,4
245,108,6
246,108,10
247,108,5
248,108,3
252,108,10
290,108,3
298,108,10
3,109,2
9,109,6
20,109,10
22,109,1
28,109,4
29,109,9
35,109,1
40,109,4
50,109,7
70,109,2
75,109,4
84,109,6
101,109,10
104,109,1
115,109,7
116,109,9
136,109,7
139,109,9
147,109,8
152,109,2
154,109,2
157,109,4
177,109,4
179,109,10
184,109,9
192,109,10
200,109,4
207,109,8
213,109,4
214,109,8
218,109,6
219,109,8
222,109,1
238,109,4
240,109,5
243,109,6
245,109,6
256,109,7
265,109,8
276,109,1
289,109,6
290,109,5
0,110,4
18,110,3
19,110,6
20,110,4
23,110,5
31,110,5
37,110,7
45,110,10
46,110,3
50,110,4
53,110,3
56,110,8
61,110,4
67,110,6
70,110,2
72,110,1
77,110,8
84,110,4
87,110,1
93,110,10
99,110,1
101,110,3
114,110,6
117,110,2
119,110,2
120,110,8
121,110,3
126,110,3
135,110,5
138,110,7
145,110,3
151,110,6
154,110,7
157,110,7
159,110,10
167,110,3
169,110,5
171,110,4
173,110,5
178,110,1
188,110,4
193,110,2
198,110,9
203,110,3
212,110,7
215,110,6
227,110,2
231,110,10
241,110,4
243,110,3
256,110,3
266,110,5
276,110,5
279,110,4
294,110,5
14,111,8
24,111,8
25,111,7
27,111,4
38,111,6
53,111,8
55,111,2
63,111,2
70,111,1
71,111,2
72,111,4
73,111,3
81,111,10
88,111,7
89,111,4
92,111,7
102,111,8
104,111,5
110,111,2
114,111,2
115,111,5
118,111,9
121,111,9
125,111,3
133,111,10
143,111,5
167,111,4
171,111,7
175,111,6
177,111,6
185,111,9
187,111,9
191,111,1
193,111,9
197,111,6
207,111,9
210,111,6
219,111,5
241,111,5
242,111,6
244,111,4
254,111,7
264,111,7
266,111,9
272,111,7
283,111,2
285,111,6
290,111,7
292,111,5
297,111,5
298,111,8
7,112,7
17,112,6
29,112,8
45,112,3
49,112,5
51,112,8
54,112,8
64,112,7
67,112,6
72,112,7
73,112,10
78,112,4
80,112,4
83,112,4
86,112,1
87,112,8
90,112,1
92,112,7
96,112,1
100,112,7
101,112,7
106,112,10
112,112,9
117,112,9
118,112,5
119,112,5
135,112,2
153,112,9
161,112,4
170,112,2
176,112,5
179,112,1
189,112,3
200,112,10
205,112,8
211,112,4
221,112,7
237,112,6
243,112,2
258,112,10
261,112,10
266,112,8
283,112,7
6,113,3
13,113,1
18,113,1
19,113,6
22,113,2
24,113,8
25,113,8
28,113,7
37,113,8
38,113,2
45,113,3
51,113,4
59,113,1
61,113,3
62,113,9
67,113,10
79,113,1
93,113,2
94,113,7
100,113,7
106,113,5
109,113,9
118,113,2
122,113,5
136,113,9
140,113,8
147,113,10
149,113,4
152,113,2
154,113,3
165,113,7
174,113,10
191,113,8
194,113,1
200,113,10
202,113,3
207,113,6
208,113,2
209,113,6
225,113,8
234,113,10
238,113,4
245,113,5
246,113,2
258,113,7
268,113,8
269,113,2
272,113,1
276,113,10
278,113,8
297,113,2
298,113,5
299,113,4
11,114,9
24,114,2
26,114,7
28,114,5
47,114,8
50,114,5
65,114,6
78,114,2
83,114,3
84,114,8
85,114,6
100,114,7
107,114,3
123,114,4
124,114,7
132,114,6
135,114,7
142,114,10
150,114,8
153,114,3
159,114,8
161,114,1
164,114,2
184,114,10
186,114,6
192,114,2
199,114,3
203,114,9
217,114,5
221,114,4
232,114,5
253,114,3
261,114,8
262,114,1
264,114,9
265,114,4
266,114,10
267,114,2
272,114,5
278,114,2
294,114,7
5,115,9
22,115,2
30,115,7
35,115,4
43,115,5
53,115,4
57,115,3
63,115,9
70,115,2
71,115,10
75,115,7
79,115,5
85,115,1
97,115,4
103,115,10
104,115,10
111,115,3
126,115,10
134,115,3
136,115,10
149,115,7
169,115,2
175,115,10
181,115,6
184,115,3
185,115,7
189,115,8
195,115,1
199,115,10
205,115,3
211,115,1
217,115,8
220,115,2
229,115,6
230,115,8
231,115,3
244,115,9
246,115,10
247,115,3
255,115,8
261,115,8
266,115,2
267,115,8
270,115,9
271,115,9
272,115,8
7,116,7
10,116,1
15,116,4
22,116,8
43,116,4
61,116,6
69,116,2
71,116,9
84,116,6
102,116,9
110,116,2
112,116,2
122,116,2
145,116,6
156,116,1
159,116,1
161,116,5
167,116,3
170,116,9
178,116,4
180,116,1
189,116,4
200,116,3
206,116,4
207,116,4
209,116,10
215,116,5
220,116,1
223,116,2
224,116,1
225,116,4
238,116,7
243,116,6
251,116,5
256,116,6
261,116,6
269,116,7
270,116,8
278,116,10
283,116,8
287,116,10
296,116,10
299,116,3
13,117,5
15,117,8
20,117,4
25,117,5
34,117,1
39,117,9
46,117,5
55,117,10
61,117,3
69,117,4
75,117,2
76,117,7
89,117,9
107,117,9
116,117,7
126,117,3
127,117,8
135,117,10
142,117,9
150,117,1
152,117,6
153,117,7
156,117,3
158,117,8
175,117,6
179,117,9
189,117,3
203,117,9
218,117,1
223,117,10
229,117,4
232,117,9
243,117,6
246,117,7
255,117,1
256,117,7
264,117,4
267,117,8
270,117,4
275,117,1
291,117,2
293,117,7
295,117,3
5,118,8
23,118,6
80,118,3
88,118,1
91,118,9
102,118,1
104,118,7
110,118,7
113,118,2
117,118,4
122,118,8
125,118,6
127,118,2
130,118,2
134,118,3
140,118,10
154,118,1
163,118,1
172,118,3
173,118,4
183,118,3
188,118,9
190,118,9
195,118,1
201,118,9
202,118,2
206,118,5
236,118,1
238,118,7
239,118,10
240,118,1
257,118,5
261,118,9
269,118,8
282,118,3
292,118,1
3,119,8
5,119,10
8,119,4
14,119,1
21,119,8
28,119,5
48,119,4
51,119,8
62,119,8
65,119,3
66,119,8
68,119,9
74,119,7
91,119,4
97,119,8
106,119,8
107,119,5
109,119,9
113,119,1
131,119,3
137,119,3
165,119,1
168,119,6
172,119,6
173,119,4
175,119,6
184,119,4
198,119,9
203,119,5
206,119,2
211,119,9
212,119,2
214,119,2
219,119,1
231,119,3
247,119,3
250,119,2
255,119,4
257,119,6
262,119,3
263,119,3
276,119,3
286,119,9
290,119,8
3,120,10
71,120,8
73,120,6
76,120,7
79,120,6
80,120,7
83,120,3
85,120,5
98,120,5
100,120,8
111,120,3
112,120,2
118,120,5
126,120,2
129,120,10
133,120,1
134,120,8
136,120,7
138,120,1
144,120,5
148,120,10
154,120,1
160,120,6
163,120,4
175,120,8
177,120,8
179,120,7
186,120,5
204,120,3
208,120,8
219,120,9
228,120,8
229,120,3
232,120,8
243,120,2
250,120,5
259,120,5
263,120,2
269,120,8
271,120,6
273,120,6
274,120,9
285,120,7
286,120,1
288,120,7
71,121,1
79,121,6
91,121,10
101,121,2
123,121,8
136,121,9
145,121,6
149,121,3
150,121,5
153,121,7
167,121,4
175,121,2
186,121,10
198,121,8
207,121,4
213,121,9
221,121,8
228,121,5
233,121,9
243,121,1
250,121,4
253,121,3
255,121,5
257,121,10
258,121,7
269,121,10
272,121,7
276,121,10
279,121,8
289,121,4
290,121,9
296,121,3
297,121,5
299,121,8
68,122,4
76,122,3
77,122,7
98,122,9
103,122,1
105,122,4
117,122,8
130,122,8
136,122,6
152,122,7
153,122,2
154,122,9
158,122,2
165,122,1
178,122,6
187,122,2
191,122,10
194,122,3
195,122,7
198,122,2
213,122,6
217,122,4
221,122,4
230,122,6
232,122,5
250,122,1
264,122,6
268,122,4
271,122,9
279,122,4
283,122,2
285,122,8
3,123,8
69,123,1
85,123,5
86,123,7
95,123,2
106,123,7
115,123,7
119,123,5
124,123,3
127,123,10
133,123,5
142,123,2
150,123,7
151,123,4
164,123,3
173,123,6
178,123,5
182,123,7
183,123,8
185,123,5
192,123,6
193,123,4
196,123,3
205,123,5
206,123,5
213,123,1
220,123,6
227,123,4
233,123,7
239,123,4
245,123,3
249,123,5
250,123,9
254,123,10
261,123,10
265,123,4
266,123,2
268,123,7
276,123,1
72,124,2
77,124,7
81,124,4
82,124,8
86,124,1
91,124,7
94,124,1
107,124,1
109,124,7
116,124,2
124,124,4
135,124,2
136,124,2
141,124,3
145,124,8
152,124,10
155,124,5
157,124,5
159,124,3
162,124,6
166,124,1
167,124,7
184,124,9
204,124,5
209,124,3
212,124,6
220,124,7
230,124,1
231,124,3
232,124,6
240,124,10
242,124,5
273,124,3
274,124,9
280,124,2
286,124,4
288,124,4
297,124,2
0,125,6
1,125,2
88,125,5
105,125,2
119,125,9
126,125,10
128,125,9
129,125,7
135,125,10
136,125,7
141,125,5
154,125,1
155,125,10
156,125,9
162,125,8
163,125,1
165,125,5
169,125,3
174,125,1
175,125,3
177,125,10
182,125,2
185,125,3
187,125,4
200,125,4
207,125,3
213,125,3
214,125,3
229,125,6
238,125,2
265,125,3
272,125,3
279,125,10
281,125,4
283,125,10
291,125,10
296,125,4
5,126,10
73,126,8
76,126,3
88,126,9
96,126,5
99,126,1
116,126,10
119,126,5
122,126,8
124,126,2
126,126,7
132,126,5
133,126,4
141,126,7
144,126,10
146,126,7
147,126,6
157,126,3
159,126,4
168,126,9
179,126,1
201,126,4
203,126,8
209,126,2
215,126,3
217,126,1
227,126,6
239,126,4
241,126,10
242,126,7
245,126,10
253,126,10
254,126,2
258,126,5
260,126,6
261,126,5
268,126,8
270,126,10
279,126,1
283,126,4
286,126,4
294,126,8
297,126,5
2,127,9
70,127,1
78,127,1
84,127,3
102,127,3
108,127,8
110,127,10
120,127,3
121,127,8
144,127,5
170,127,4
171,127,9
193,127,8
202,127,7
207,127,5
210,127,5
215,127,7
219,127,9
223,127,10
224,127,1
225,127,3
227,127,6
236,127,3
244,127,8
249,127,6
252,127,10
253,127,4
255,127,3
262,127,1
265,127,10
269,127,3
271,127,2
285,127,10
80,128,5
89,128,2
108,128,3
115,128,2
117,128,7
123,128,9
124,128,10
127,128,5
132,128,1
134,128,3
138,128,6
151,128,9
152,128,5
156,128,1
158,128,8
162,128,9
163,128,5
173,128,8
179,128,2
184,128,9
188,128,3
189,128,3
202,128,8
208,128,1
216,128,5
218,128,7
227,128,6
234,128,5
245,128,1
248,128,4
254,128,7
255,128,5
259,128,8
262,128,5
264,128,8
271,128,7
273,128,10
279,128,10
285,128,2
294,128,4
298,128,8
77,129,6
79,129,3
82,129,8
110,129,1
114,129,2
123,129,1
132,129,9
141,129,4
151,129,1
159,129,8
161,129,7
168,129,1
169,129,6
173,129,3
175,129,10
183,129,7
188,129,7
198,129,4
199,129,9
206,129,6
212,129,5
219,129,4
222,129,10
230,129,5
237,129,5
240,129,5
270,129,8
276,129,2
293,129,2
69,130,2
74,130,9
93,130,9
109,130,2
129,130,5
134,130,10
142,130,7
149,130,8
150,130,6
153,130,5
158,130,10
161,130,7
178,130,6
184,130,7
185,130,2
189,130,10
191,130,5
192,130,7
205,130,6
210,130,5
212,130,7
215,130,4
226,130,1
231,130,5
246,130,6
250,130,1
269,130,1
276,130,4
283,130,2
292,130,3
296,130,8
68,131,4
72,131,5
77,131,10
79,131,2
82,131,6
87,131,8
88,131,1
89,131,1
94,131,2
99,131,9
104,131,6
113,131,2
115,131,1
118,131,9
120,131,2
126,131,8
128,131,4
131,131,3
137,131,9
138,131,8
141,131,7
151,131,4
154,131,1
157,131,3
163,131,5
165,131,6
172,131,4
175,131,2
178,131,2
183,131,7
195,131,2
210,131,2
215,131,2
217,131,3
218,131,4
221,131,3
225,131,1
226,131,9
237,131,9
244,131,2
247,131,4
258,131,10
264,131,6
265,131,10
270,131,6
271,131,9
287,131,7
293,131,4
295,131,7
299,131,2
2,132,4
4,132,7
68,132,3
71,132,6
74,132,6
81,132,6
82,132,8
83,132,3
105,132,9
106,132,6
107,132,5
121,132,7
129,132,4
130,132,5
144,132,2
153,132,3
174,132,5
177,132,2
191,132,1
192,132,8
208,132,4
210,132,5
214,132,5
223,132,6
224,132,6
236,132,3
245,132,10
248,132,1
251,132,4
252,132,9
259,132,9
261,132,8
263,132,8
266,132,1
277,132,9
285,132,5
288,132,8
295,132,6
64,133,4
67,133,9
68,133,5
83,133,2
86,133,4
87,133,10
97,133,7
98,133,3
101,133,9
104,133,9
111,133,10
118,133,5
120,133,10
122,133,2
128,133,8
140,133,4
144,133,9
153,133,9
175,133,7
176,133,7
180,133,9
181,133,1
186,133,6
188,133,1
194,133,6
200,133,1
205,133,8
207,133,10
213,133,3
222,133,1
228,133,5
240,133,3
248,133,7
278,133,3
286,133,1
292,133,7
295,133,8
0,134,8
66,134,5
67,134,8
77,134,4
82,134,8
90,134,1
92,134,10
94,134,2
98,134,1
113,134,8
119,134,2
145,134,10
149,134,4
160,134,7
165,134,6
180,134,6
186,134,2
214,134,9
215,134,9
217,134,5
234,134,8
240,134,8
241,134,1
242,134,4
266,134,3
270,134,6
271,134,7
276,134,2
287,134,3
290,134,10
296,134,4
3,135,2
71,135,9
72,135,3
78,135,5
84,135,7
87,135,4
93,135,10
99,135,9
121,135,9
127,135,8
128,135,4
130,135,5
137,135,3
138,135,2
151,135,8
154,135,7
165,135,6
167,135,9
170,135,10
172,135,5
176,135,7
185,135,10
195,135,2
201,135,8
209,135,10
211,135,8
228,135,7
248,135,4
250,135,4
254,135,3
255,135,5
258,135,2
259,135,6
262,135,7
287,135,4
290,135,2
292,135,5
294,135,4
295,135,3
296,135,4
4,136,2
64,136,4
68,136,5
72,136,3
75,136,1
87,136,4
88,136,6
114,136,1
115,136,6
128,136,10
129,136,9
133,136,4
144,136,6
147,136,9
150,136,5
163,136,7
182,136,2
187,136,10
191,136,8
197,136,9
209,136,9
212,136,9
225,136,6
226,136,1
229,136,3
236,136,4
249,136,8
252,136,7
257,136,3
277,136,5
281,136,1
285,136,1
290,136,6
294,136,9
296,136,3
2,137,3
66,137,8
72,137,9
78,137,7
81,137,10
87,137,8
90,137,9
98,137,6
110,137,5
130,137,9
133,137,2
139,137,6
140,137,1
146,137,2
149,137,10
152,137,2
155,137,10
157,137,5
160,137,2
163,137,4
181,137,1
186,137,4
195,137,3
203,137,8
207,137,4
208,137,9
3,138,3
74,138,2
75,138,3
77,138,1
82,138,9
92,138,6
97,138,8
102,138,7
103,138,6
118,138,9
125,138,3
126,138,9
137,138,8
142,138,6
149,138,1
153,138,5
158,138,9
160,138,8
166,138,10
172,138,6
175,138,1
183,138,4
187,138,7
188,138,8
190,138,2
193,138,5
196,138,1
207,138,1
214,138,8
216,138,10
65,139,4
69,139,1
70,139,9
72,139,2
80,139,9
95,139,9
101,139,6
105,139,4
106,139,9
115,139,2
118,139,7
120,139,9
122,139,7
127,139,1
128,139,3
132,139,7
134,139,6
137,139,4
151,139,1
161,139,7
163,139,7
182,139,10
205,139,5
212,139,2
292,139,3
294,139,4
69,140,8
73,140,5
87,140,2
88,140,2
91,140,8
97,140,4
98,140,8
109,140,10
121,140,7
128,140,4
129,140,5
133,140,2
137,140,2
141,140,1
144,140,5
145,140,2
150,140,10
157,140,5
167,140,5
170,140,7
190,140,2
202,140,8
203,140,8
211,140,7
288,140,5
292,140,7
296,140,10
0,141,7
5,141,4
69,141,4
72,141,4
74,141,10
76,141,6
81,141,6
85,141,1
86,141,8
91,141,1
94,141,2
101,141,8
105,141,4
119,141,5
121,141,8
122,141,3
136,141,4
138,141,8
149,141,3
152,141,4
156,141,9
166,141,10
203,141,2
209,141,1
211,141,9
287,141,7
297,141,9
2,142,5
5,142,3
6,142,7
17,142,6
25,142,4
27,142,1
34,142,6
56,142,1
63,142,2
65,142,4
67,142,5
77,142,2
79,142,7
82,142,5
86,142,3
104,142,3
115,142,3
122,142,9
127,142,4
131,142,5
145,142,5
147,142,7
152,142,10
173,142,1
179,142,1
192,142,6
193,142,5
196,142,10
207,142,4
216,142,2
289,142,1
292,142,2
297,142,4
1,143,3
4,143,4
6,143,4
14,143,9
30,143,8
37,143,3
42,143,3
44,143,3
65,143,2
66,143,4
72,143,10
77,143,8
79,143,7
84,143,2
98,143,8
100,143,1
115,143,9
116,143,7
125,143,3
127,143,6
129,143,4
131,143,2
139,143,3
150,143,4
162,143,9
164,143,8
165,143,6
178,143,4
203,143,3
209,143,3
215,143,7
217,143,6
288,143,10
291,143,7
293,143,9
299,143,2
0,144,3
2,144,3
3,144,3
7,144,7
16,144,2
19,144,1
24,144,1
44,144,6
49,144,2
51,144,5
54,144,1
65,144,7
96,144,2
102,144,5
112,144,8
117,144,8
118,144,10
120,144,2
129,144,5
138,144,5
145,144,10
151,144,1
152,144,7
162,144,5
168,144,9
169,144,9
170,144,3
173,144,9
175,144,7
181,144,4
199,144,8
211,144,2
214,144,9
216,144,2
298,144,4
299,144,3
14,145,7
27,145,10
37,145,9
46,145,1
50,145,5
58,145,1
61,145,7
65,145,3
72,145,7
86,145,9
102,145,1
104,145,9
111,145,4
118,145,4
120,145,10
123,145,2
125,145,3
132,145,6
135,145,3
141,145,7
153,145,7
161,145,5
186,145,8
191,145,5
204,145,7
290,145,9
297,145,6
298,145,5
11,146,6
13,146,1
19,146,1
37,146,8
38,146,3
41,146,4
48,146,2
52,146,5
57,146,5
61,146,10
62,146,9
80,146,10
83,146,3
89,146,3
94,146,3
105,146,4
118,146,5
123,146,4
154,146,5
155,146,5
164,146,8
174,146,3
184,146,9
185,146,2
190,146,2
196,146,7
201,146,10
209,146,9
214,146,9
298,146,3
299,146,3
8,147,7
13,147,2
24,147,5
37,147,7
40,147,2
45,147,4
51,147,5
74,147,2
77,147,4
83,147,4
85,147,8
107,147,10
110,147,6
111,147,2
112,147,6
122,147,5
129,147,2
130,147,3
133,147,3
138,147,9
140,147,2
142,147,9
155,147,10
201,147,3
205,147,1
6,148,2
11,148,3
15,148,2
16,148,9
19,148,7
25,148,2
30,148,10
33,148,1
48,148,6
50,148,4
61,148,7
76,148,10
89,148,6
95,148,2
98,148,7
99,148,5
125,148,4
141,148,5
150,148,4
160,148,7
164,148,5
168,148,2
172,148,5
179,148,1
181,148,6
183,148,10
184,148,10
195,148,9
202,148,7
205,148,10
291,148,4
292,148,10
2,149,1
4,149,6
8,149,10
10,149,8
45,149,4
49,149,7
52,149,3
60,149,4
61,149,2
68,149,5
86,149,7
87,149,10
91,149,10
92,149,1
95,149,6
97,149,2
101,149,4
108,149,10
121,149,1
123,149,10
139,149,5
142,149,1
155,149,2
157,149,10
162,149,8
164,149,6
175,149,4
176,149,5
180,149,5
190,149,1
200,149,1
211,149,1
294,149,9
298,149,8
5,150,7
10,150,9
12,150,3
48,150,6
59,150,6
64,150,8
74,150,7
83,150,4
98,150,5
110,150,4
114,150,6
115,150,8
118,150,2
123,150,9
129,150,5
130,150,3
157,150,4
163,150,3
171,150,4
181,150,10
183,150,3
192,150,4
197,150,6
200,150,80
202,150,10
203,150,7
213,150,9
214,150,4
292,150,2
11,151,4
18,151,10
30,151,4
39,151,3
41,151,8
50,151,8
56,151,2
62,151,10
68,151,4
77,151,6
83,151,10
85,151,7
86,151,7
92,151,2
94,151,4
111,151,7
113,151,6
129,151,10
132,151,10
139,151,2
145,151,4
147,151,5
148,151,4
156,151,10
189,151,3
293,151,2
295,151,6
7,152,10
19,152,6
30,152,10
33,152,4
50,152,4
57,152,6
59,152,4
73,152,7
91,152,2
109,152,7
111,152,6
115,152,10
120,152,10
124,152,6
132,152,9
155,152,3
156,152,4
159,152,7
162,152,10
167,152,2
178,152,5
180,152,8
182,152,9
194,152,10
199,152,1
213,152,6
294,152,1
298,152,5
299,152,6
5,153,6
16,153,7
42,153,6
51,153,1
53,153,2
54,153,2
60,153,10
71,153,8
74,153,9
78,153,9
80,153,2
88,153,8
93,153,7
100,153,6
102,153,8
104,153,5
122,153,4
129,153,7
132,153,3
137,153,1
141,153,4
147,153,8
156,153,2
157,153,9
159,153,2
169,153,10
171,153,4
172,153,6
174,153,5
178,153,5
194,153,6
198,153,3
200,153,3
206,153,10
211,153,1
212,153,10
293,153,2
0,154,1
1,154,10
4,154,3
6,154,3
30,154,10
33,154,3
36,154,5
51,154,7
60,154,1
86,154,6
87,154,5
89,154,4
102,154,3
104,154,2
125,154,2
127,154,7
132,154,8
141,154,6
147,154,5
165,154,6
167,154,3
168,154,9
177,154,7
178,154,4
197,154,10
199,154,8
201,154,5
206,154,5
290,154,8
17,155,3
19,155,5
30,155,9
40,155,5
55,155,6
59,155,2
61,155,6
71,155,10
73,155,5
78,155,7
81,155,10
84,155,7
93,155,3
95,155,9
97,155,9
100,155,2
107,155,7
111,155,9
118,155,1
126,155,1
137,155,3
144,155,3
145,155,6
149,155,6
150,155,2
157,155,5
165,155,10
174,155,3
177,155,6
187,155,5
190,155,2
198,155,5
205,155,4
206,155,1
287,155,4
289,155,3
296,155,3
2,156,1
9,156,6
15,156,2
21,156,10
38,156,9
56,156,7
58,156,3
61,156,2
82,156,3
89,156,5
99,156,2
101,156,2
102,156,9
108,156,7
110,156,5
115,156,2
123,156,9
136,156,1
148,156,1
152,156,1
155,156,8
157,156,2
163,156,1
172,156,7
186,156,2
193,156,3
202,156,8
212,156,3
214,156,8
217,156,2
290,156,6
291,156,1
4,157,9
9,157,3
13,157,7
16,157,5
22,157,5
33,157,2
34,157,7
40,157,3
49,157,1
53,157,10
59,157,4
63,157,5
73,157,6
78,157,6
80,157,6
81,157,8
93,157,4
105,157,10
110,157,4
119,157,2
125,157,6
127,157,5
130,157,4
138,157,7
139,157,5
144,157,3
156,157,6
158,157,1
163,157,4
166,157,7
173,157,5
178,157,6
181,157,4
182,157,10
184,157,2
186,157,1
189,157,7
191,157,2
208,157,9
209,157,5
291,157,3
2,158,1
6,158,1
8,158,5
17,158,10
29,158,4
31,158,2
35,158,4
40,158,5
44,158,6
56,158,7
64,158,1
67,158,5
91,158,3
93,158,4
100,158,8
103,158,2
104,158,10
107,158,5
110,158,1
118,158,6
121,158,4
123,158,3
125,158,6
137,158,9
142,158,2
145,158,10
147,158,4
161,158,3
172,158,4
175,158,8
200,158,6
201,158,3
289,158,8
0,159,6
5,159,10
10,159,2
11,159,6
17,159,8
22,159,10
41,159,2
50,159,2
72,159,9
73,159,1
82,159,4
84,159,9
98,159,9
104,159,4
108,159,10
115,159,6
117,159,10
118,159,2
119,159,2
123,159,6
125,159,6
131,159,10
136,159,9
142,159,3
145,159,7
153,159,4
156,159,6
167,159,2
185,159,8
195,159,2
200,159,8
207,159,8
215,159,9
287,159,2
288,159,5
289,159,5
295,159,7
6,160,10
8,160,7
17,160,6
23,160,3
26,160,10
28,160,5
53,160,1
62,160,3
67,160,7
69,160,8
74,160,8
75,160,5
80,160,5
85,160,3
86,160,1
92,160,8
103,160,3
108,160,7
110,160,9
113,160,7
117,160,8
119,160,10
144,160,2
146,160,4
148,160,10
149,160,4
155,160,1
160,160,2
161,160,1
172,160,6
188,160,10
203,160,2
204,160,9
211,160,7
289,160,6
291,160,3
292,160,8
299,160,4
1,161,6
2,161,7
20,161,6
31,161,2
49,161,1
51,161,6
54,161,5
57,161,8
58,161,2
68,161,8
72,161,2
78,161,8
85,161,1
97,161,10
102,161,5
104,161,4
107,161,2
112,161,8
167,161,6
175,161,8
188,161,9
190,161,9
197,161,9
210,161,9
288,161,7
292,161,1
0,162,2
10,162,1
27,162,2
30,162,2
31,162,8
35,162,3
48,162,8
54,162,4
56,162,9
72,162,4
73,162,3
75,162,7
85,162,2
109,162,3
111,162,6
117,162,7
118,162,9
121,162,3
124,162,2
142,162,8
143,162,2
144,162,6
154,162,8
158,162,8
167,162,10
174,162,8
175,162,2
177,162,1
180,162,4
196,162,2
202,162,6
205,162,1
215,162,3
293,162,9
294,162,9
0,163,4
7,163,1
17,163,10
24,163,6
30,163,2
44,163,7
68,163,8
77,163,10
78,163,10
84,163,4
100,163,9
137,163,1
143,163,2
146,163,5
165,163,3
168,163,5
171,163,3
194,163,6
197,163,5
200,163,10
204,163,10
205,163,8
292,163,9
15,164,5
33,164,9
36,164,4
43,164,9
46,164,8
50,164,10
51,164,4
56,164,10
74,164,9
84,164,6
103,164,3
110,164,8
125,164,4
139,164,5
148,164,5
151,164,4
178,164,10
180,164,8
187,164,8
192,164,6
196,164,7
197,164,5
203,164,2
206,164,4
211,164,4
214,164,2
289,164,5
290,164,6
291,164,4
34,165,10
36,165,10
39,165,5
40,165,4
41,165,3
47,165,6
56,165,5
67,165,4
70,165,6
71,165,8
82,165,7
91,165,1
92,165,10
95,165,1
97,165,2
105,165,10
115,165,1
128,165,8
132,165,2
137,165,4
146,165,9
147,165,6
159,165,10
166,165,5
171,165,7
172,165,10
174,165,4
180,165,5
184,165,4
201,165,10
210,165,3
287,165,7
288,165,10
293,165,5
295,165,8
2,166,8
4,166,2
5,166,1
13,166,7
59,166,8
62,166,10
64,166,8
70,166,4
74,166,5
101,166,6
103,166,1
114,166,1
119,166,9
137,166,10
140,166,10
145,166,9
153,166,3
158,166,7
165,166,2
168,166,9
176,166,9
194,166,9
214,166,4
293,166,1
297,166,8
0,167,1
2,167,9
64,167,6
67,167,8
69,167,1
70,167,10
77,167,9
88,167,2
99,167,5
127,167,1
131,167,3
136,167,4
145,167,10
148,167,7
151,167,10
161,167,9
180,167,2
185,167,10
188,167,9
191,167,6
194,167,1
197,167,9
204,167,3
206,167,3
215,167,6
217,167,1
3,168,8
13,168,8
53,168,1
55,168,4
59,168,7
64,168,4
75,168,8
76,168,2
94,168,5
108,168,6
112,168,8
118,168,1
124,168,7
127,168,3
130,168,7
131,168,10
145,168,10
148,168,1
149,168,9
191,168,6
197,168,4
199,168,6
210,168,5
216,168,4
289,168,5
290,168,6
293,168,5
297,168,6
12,169,8
59,169,5
63,169,5
71,169,3
74,169,3
81,169,1
96,169,10
97,169,4
103,169,5
119,169,1
134,169,9
159,169,3
160,169,8
169,169,7
170,169,8
172,169,3
185,169,9
198,169,3
201,169,1
216,169,2
223,169,2
224,169,2
225,169,8
227,169,6
233,169,7
234,169,3
237,169,6
241,169,1
242,169,2
249,169,9
257,169,8
271,169,6
272,169,3
274,169,10
276,169,8
278,169,4
286,169,6
293,169,1
5,170,6
12,170,2
45,170,1
53,170,7
58,170,2
59,170,5
63,170,4
75,170,10
90,170,5
91,170,5
94,170,4
97,170,3
109,170,2
121,170,10
123,170,4
124,170,3
125,170,6
135,170,4
151,170,2
152,170,10
154,170,9
156,170,9
158,170,3
166,170,8
168,170,7
182,170,5
209,170,6
217,170,9
218,170,10
223,170,7
227,170,1
231,170,6
232,170,10
238,170,1
240,170,1
257,170,9
260,170,6
270,170,2
272,170,9
273,170,7
275,170,9
294,170,5
1,171,9
8,171,1
46,171,7
53,171,7
58,171,1
68,171,9
75,171,4
78,171,1
85,171,1
94,171,10
98,171,8
99,171,6
133,171,5
149,171,9
154,171,7
156,171,6
159,171,4
170,171,10
177,171,4
178,171,1
186,171,1
187,171,8
190,171,9
202,171,8
212,171,1
215,171,8
221,171,4
224,171,2
226,171,2
242,171,9
248,171,10
267,171,6
275,171,5
277,171,4
282,171,1
285,171,5
289,171,2
294,171,10
297,171,2
1,172,7
8,172,6
10,172,6
45,172,6
50,172,7
67,172,3
70,172,6
73,172,1
75,172,7
76,172,2
83,172,10
89,172,10
